patch path, patch vulnerability report, original contract vulnerability report
unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99/reports/vulnerability_report.csv
unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928/reports/vulnerability_report.csv
unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/reports/vulnerability_report.csv
unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/reports/vulnerability_report.csv
unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/reports/vulnerability_report.csv
unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/reports/vulnerability_report.csv
unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/reports/vulnerability_report.csv
unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/reports/vulnerability_report.csv
unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/reports/vulnerability_report.csv
unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/reports/vulnerability_report.csv
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/reports/vulnerability_report.csv
unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/reports/vulnerability_report.csv
unchecked_low_level_calls/lotto/lotto.sol,unchecked_low_level_calls/lotto/reports/patch_vulnerability_report.csv,unchecked_low_level_calls/lotto/reports/vulnerability_report.csv
bad_randomness/guess_the_random_number/guess_the_random_number.sol,bad_randomness/guess_the_random_number/reports/patch_vulnerability_report.csv,bad_randomness/guess_the_random_number/reports/vulnerability_report.csv
arithmetic/timelock/timelock.sol,arithmetic/timelock/reports/patch_vulnerability_report.csv,arithmetic/timelock/reports/vulnerability_report.csv
arithmetic/integer_overflow_add/integer_overflow_add.sol,arithmetic/integer_overflow_add/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_add/reports/vulnerability_report.csv
arithmetic/token/token.sol,arithmetic/token/reports/patch_vulnerability_report.csv,arithmetic/token/reports/vulnerability_report.csv
arithmetic/integer_overflow_multitx_onefunc_feasible/integer_overflow_multitx_onefunc_feasible.sol,arithmetic/integer_overflow_multitx_onefunc_feasible/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_multitx_onefunc_feasible/reports/vulnerability_report.csv
arithmetic/overflow_simple_add/overflow_simple_add.sol,arithmetic/overflow_simple_add/reports/patch_vulnerability_report.csv,arithmetic/overflow_simple_add/reports/vulnerability_report.csv
arithmetic/integer_overflow_benign_1/integer_overflow_benign_1.sol,arithmetic/integer_overflow_benign_1/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_benign_1/reports/vulnerability_report.csv
arithmetic/integer_overflow_1/integer_overflow_1.sol,arithmetic/integer_overflow_1/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_1/reports/vulnerability_report.csv
arithmetic/BECToken/BECToken.sol,arithmetic/BECToken/reports/patch_vulnerability_report.csv,arithmetic/BECToken/reports/vulnerability_report.csv
arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1.sol,arithmetic/integer_overflow_mapping_sym_1/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_mapping_sym_1/reports/vulnerability_report.csv
arithmetic/integer_overflow_minimal/integer_overflow_minimal.sol,arithmetic/integer_overflow_minimal/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_minimal/reports/vulnerability_report.csv
arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible.sol,arithmetic/integer_overflow_multitx_multifunc_feasible/reports/patch_vulnerability_report.csv,arithmetic/integer_overflow_multitx_multifunc_feasible/reports/vulnerability_report.csv
denial_of_service/auction/auction.sol,denial_of_service/auction/reports/patch_vulnerability_report.csv,denial_of_service/auction/reports/vulnerability_report.csv
reentrancy/reentrancy_simple/reentrancy_simple.sol,reentrancy/reentrancy_simple/reports/patch_vulnerability_report.csv,reentrancy/reentrancy_simple/reports/vulnerability_report.csv
reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/reports/patch_vulnerability_report.csv,reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/reports/vulnerability_report.csv
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/reports/patch_vulnerability_report.csv,reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/reports/vulnerability_report.csv
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/reports/patch_vulnerability_report.csv,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/reports/vulnerability_report.csv
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/reports/patch_vulnerability_report.csv,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/reports/vulnerability_report.csv
reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/reports/patch_vulnerability_report.csv,reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/reports/vulnerability_report.csv
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/reports/patch_vulnerability_report.csv,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/reports/vulnerability_report.csv
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/reports/patch_vulnerability_report.csv,reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/reports/vulnerability_report.csv
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/reports/patch_vulnerability_report.csv,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/reports/vulnerability_report.csv
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/reports/patch_vulnerability_report.csv,reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/reports/vulnerability_report.csv
reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/reports/patch_vulnerability_report.csv,reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/reports/vulnerability_report.csv
reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/reports/patch_vulnerability_report.csv,reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/reports/vulnerability_report.csv
reentrancy/simple_dao/simple_dao.sol,reentrancy/simple_dao/reports/patch_vulnerability_report.csv,reentrancy/simple_dao/reports/vulnerability_report.csv
reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/reports/patch_vulnerability_report.csv,reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/reports/vulnerability_report.csv
reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/0x8c7777c45481dba411450c228cb692ac3d550344.sol,reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/reports/patch_vulnerability_report.csv,reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/reports/vulnerability_report.csv
reentrancy/etherstore/etherstore.sol,reentrancy/etherstore/reports/patch_vulnerability_report.csv,reentrancy/etherstore/reports/vulnerability_report.csv
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/reports/patch_vulnerability_report.csv,reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/reports/vulnerability_report.csv
reentrancy/reentrance/reentrance.sol,reentrancy/reentrance/reports/patch_vulnerability_report.csv,reentrancy/reentrance/reports/vulnerability_report.csv
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/reports/patch_vulnerability_report.csv,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/reports/vulnerability_report.csv
reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/reports/patch_vulnerability_report.csv,reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/reports/vulnerability_report.csv
reentrancy/reentrancy_dao/reentrancy_dao.sol,reentrancy/reentrancy_dao/reports/patch_vulnerability_report.csv,reentrancy/reentrancy_dao/reports/vulnerability_report.csv
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/reports/patch_vulnerability_report.csv,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/reports/vulnerability_report.csv
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/reports/patch_vulnerability_report.csv,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/reports/vulnerability_report.csv
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/reports/patch_vulnerability_report.csv,reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/reports/vulnerability_report.csv
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/reports/patch_vulnerability_report.csv,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/reports/vulnerability_report.csv
reentrancy/modifier_reentrancy/modifier_reentrancy.sol,reentrancy/modifier_reentrancy/reports/patch_vulnerability_report.csv,reentrancy/modifier_reentrancy/reports/vulnerability_report.csv
time_manipulation/roulette/roulette.sol,time_manipulation/roulette/reports/patch_vulnerability_report.csv,time_manipulation/roulette/reports/vulnerability_report.csv
time_manipulation/lottopollo/lottopollo.sol,time_manipulation/lottopollo/reports/patch_vulnerability_report.csv,time_manipulation/lottopollo/reports/vulnerability_report.csv
front_running/FindThisHash/FindThisHash.sol,front_running/FindThisHash/reports/patch_vulnerability_report.csv,front_running/FindThisHash/reports/vulnerability_report.csv
front_running/eth_tx_order_dependence_minimal/eth_tx_order_dependence_minimal.sol,front_running/eth_tx_order_dependence_minimal/reports/patch_vulnerability_report.csv,front_running/eth_tx_order_dependence_minimal/reports/vulnerability_report.csv
access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.sol,access_control/arbitrary_location_write_simple/reports/patch_vulnerability_report.csv,access_control/arbitrary_location_write_simple/reports/vulnerability_report.csv
access_control/incorrect_constructor_name3/incorrect_constructor_name3.sol,access_control/incorrect_constructor_name3/reports/patch_vulnerability_report.csv,access_control/incorrect_constructor_name3/reports/vulnerability_report.csv
access_control/phishable/phishable.sol,access_control/phishable/reports/patch_vulnerability_report.csv,access_control/phishable/reports/vulnerability_report.csv
access_control/incorrect_constructor_name2/incorrect_constructor_name2.sol,access_control/incorrect_constructor_name2/reports/patch_vulnerability_report.csv,access_control/incorrect_constructor_name2/reports/vulnerability_report.csv
access_control/wallet_04_confused_sign/wallet_04_confused_sign.sol,access_control/wallet_04_confused_sign/reports/patch_vulnerability_report.csv,access_control/wallet_04_confused_sign/reports/vulnerability_report.csv
access_control/wallet_02_refund_nosub/wallet_02_refund_nosub.sol,access_control/wallet_02_refund_nosub/reports/patch_vulnerability_report.csv,access_control/wallet_02_refund_nosub/reports/vulnerability_report.csv
access_control/simple_suicide/simple_suicide.sol,access_control/simple_suicide/reports/patch_vulnerability_report.csv,access_control/simple_suicide/reports/vulnerability_report.csv
access_control/incorrect_constructor_name1/incorrect_constructor_name1.sol,access_control/incorrect_constructor_name1/reports/patch_vulnerability_report.csv,access_control/incorrect_constructor_name1/reports/vulnerability_report.csv
access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.sol,access_control/wallet_03_wrong_constructor/reports/patch_vulnerability_report.csv,access_control/wallet_03_wrong_constructor/reports/vulnerability_report.csv
access_control/mycontract/mycontract.sol,access_control/mycontract/reports/patch_vulnerability_report.csv,access_control/mycontract/reports/vulnerability_report.csv
